2962,fourteen cubed plus six cubed plus two,14 ³ + 6 ³ + 2,three thousand twelve minus fifty,3012 - 50,8
2963,eighty thousand one ninths thirds,80001 / 9 / 3,eighty thousand one thirds ninths,80001 / 3 / 9,7
2964,twelve times thirteen times nineteen,12 * 13 * 19,three thousand minus six squared,3000 - 6 ²,7
2965,thirteen cubed plus twelve times eight squared,13 ³ + 12 * 8 ²,fifty-five squared minus sixty,55 ² - 60,8
2966,four times nine cubed plus fifty,4 * 9 ³ + 50,six cubed fourths squared plus fifty,6 ³ / 4 ² + 50,7
2967,forty-three times sixty-nine,43 * 69,forty-three times sixty-nine,43 * 69,7
2968,fourteen times two hundred twelve,14 * 212,fifty-three times fifty-six,53 * 56,7
2969,fourteen cubed plus fifteen squared,14 ³ + 15 ²,fourteen cubed plus fifteen squared,14 ³ + 15 ²,7
2970,thirty times ninety-nine,30 * 99,thirty-three times ninety,33 * 90,6
2971,four times nine cubed plus fifty-five,4 * 9 ³ + 55,three thousand one minus thirty,3001 - 30,8
2972,forty squared plus fourteen cubed halves,40 ² + 14 ³ / 2,six times eight cubed minus ten squared,6 * 8 ³ - 10 ²,8
2973,three thousand minus three cubed,3000 - 3 ³,three thousand minus three cubed,3000 - 3 ³,7
2974,four times nine cubed plus fifty-eight,4 * 9 ³ + 58,three thousand ten minus six squared,3010 - 6 ²,8
2975,thirty-five times eighty-five,35 * 85,three thousand minus five squared,3000 - 5 ²,7
2976,four times nine cubed plus sixty,4 * 9 ³ + 60,twelve squared thirds times sixty-two,12 ² / 3 * 62,7
2977,forty-one squared plus six squared squared,41 ² + 6 ² ²,three thousand four minus three cubed,3004 - 3 ³,8
2978,twelve cubed plus ten times five cubed,12 ³ + 10 * 5 ³,twelve cubed plus ten squared squared eighths,12 ³ + 10 ² ² / 8,7
2979,nine thousand fourths plus nine cubed,9000 / 4 + 9 ³,thirty cubed twelfths plus nine cubed,30 ³ / 12 + 9 ³,7
2980,four times nine cubed plus eight squared,4 * 9 ³ + 8 ²,three thousand minus twenty,3000 - 20,7
2981,three thousand minus nineteen,3000 - 19,three thousand minus nineteen,3000 - 19,7
2982,three thousand minus eighteen,3000 - 18,three thousand minus eighteen,3000 - 18,7
2983,ninety-three squared thirds plus ten squared,93 ² / 3 + 10 ²,three thousand ten minus three cubed,3010 - 3 ³,8
2984,three thousand minus sixteen,3000 - 16,three thousand minus four squared,3000 - 4 ²,7
2985,three thousand minus fifteen,3000 - 15,three thousand minus fifteen,3000 - 15,7
2986,three thousand minus fourteen,3000 - 14,three thousand minus fourteen,3000 - 14,7
2987,fourteen cubed plus nine cubed thirds,14 ³ + 9 ³ / 3,three thousand minus thirteen,3000 - 13,7
2988,six squared times eighty-three,6 ² * 83,three thousand minus twelve,3000 - 12,6
2989,forty-nine times sixty-one,49 * 61,three thousand one minus twelve,3001 - 12,7
2990,three thousand minus ten,3000 - 10,three thousand minus ten,3000 - 10,6
2991,three thousand minus nine,3000 - 9,three thousand minus nine,3000 - 9,6
2992,three thousand minus eight,3000 - 8,three thousand minus eight,3000 - 8,6
2993,three thousand minus seven,3000 - 7,three thousand five minus twelve,3005 - 12,7
2994,three thousand minus six,3000 - 6,three thousand minus six,3000 - 6,6
2995,three thousand minus five,3000 - 5,three thousand minus five,3000 - 5,6
2996,three thousand minus four,3000 - 4,three thousand minus four,3000 - 4,6
2997,three thousand minus three,3000 - 3,three thousand minus three,3000 - 3,6
2998,three thousand minus two,3000 - 2,three thousand minus two,3000 - 2,6
2999,three thousand minus one,3000 - 1,three thousand minus one,3000 - 1,6
3000,three thousand,3000,three thousand,3000,3
3001,three thousand one,3001,three thousand one,3001,4
3002,three thousand two,3002,three thousand two,3002,4
3003,three thousand three,3003,three thousand three,3003,4
3004,three thousand four,3004,three thousand four,3004,4
3005,three thousand five,3005,three thousand five,3005,4
3006,three thousand six,3006,three thousand six,3006,4
3007,three thousand seven,3007,three thousand seven,3007,5
3008,three thousand eight,3008,three thousand eight,3008,4
3009,three thousand nine,3009,three thousand nine,3009,4
3010,three thousand ten,3010,three thousand ten,3010,4
3011,three thousand eleven,3011,three thousand ten plus one,3010 + 1,6
3012,three thousand twelve,3012,three thousand twelve,3012,4
3013,three thousand thirteen,3013,three thousand thirteen,3013,5
3014,three thousand fourteen,3014,three thousand fourteen,3014,5
3015,three thousand fifteen,3015,three thousand fifteen,3015,5
3016,three thousand sixteen,3016,three thousand sixteen,3016,5
3017,three thousand seventeen,3017,three thousand twelve plus five,3012 + 5,6
3018,three thousand eighteen,3018,three thousand eighteen,3018,5
3019,three thousand nineteen,3019,three thousand nineteen,3019,5
3020,three thousand twenty,3020,three thousand twenty,3020,5
3021,three thousand twenty-one,3021,three thousand twelve plus nine,3012 + 9,6
3022,three thousand twenty-two,3022,three thousand twelve plus ten,3012 + 10,6
3023,three thousand twenty-three,3023,three thousand twenty-three,3023,6
3024,fourteen times six cubed,14 * 6 ³,fourteen times six cubed,14 * 6 ³,5
3025,fifty-five squared,55 ²,fifty-five squared,55 ²,4
3026,three thousand twenty-six,3026,fifty-five squared plus one,55 ² + 1,6
3027,three thousand plus three cubed,3000 + 3 ³,three times one thousand nine,3 * 1009,6
3028,three thousand twenty-eight,3028,fifty-five squared plus three,55 ² + 3,6
3029,three thousand twenty-nine,3029,fifty-five squared plus four,55 ² + 4,6
3030,three thousand thirty,3030,three thousand thirty,3030,5
3031,three thousand thirty-one,3031,fifty-five squared plus six,55 ² + 6,6
3032,three thousand thirty-two,3032,three thousand thirty-two,3032,6
3033,three thousand thirty-three,3033,fifty-five squared plus eight,55 ² + 8,6
3034,three thousand thirty-four,3034,fifty-five squared plus nine,55 ² + 9,6
3035,three thousand thirty-five,3035,fifty-five squared plus ten,55 ² + 10,6
3036,three thousand thirty-six,3036,six times five hundred six,6 * 506,6
3037,fifty-five squared plus twelve,55 ² + 12,fifty-five squared plus twelve,55 ² + 12,6
3038,three thousand thirty-eight,3038,three thousand thirty-eight,3038,6
3039,three thousand thirty-nine,3039,three thousand thirty-nine,3039,6
3040,three thousand forty,3040,three thousand forty,3040,5
3041,three thousand forty-one,3041,three thousand forty-one,3041,6
3042,three thousand forty-two,3042,seventy-eight squared halves,78 ² / 2,6
3043,three thousand forty-three,3043,three thousand forty-three,3043,6
3044,three thousand forty-four,3044,three thousand forty-four,3044,6
3045,three thousand forty-five,3045,six thousand ninety halves,6090 / 2,6
3046,three thousand forty-six,3046,three thousand forty-six,3046,6
3047,three thousand forty-seven,3047,six thousand ninety-four halves,6094 / 2,7
3048,three thousand forty-eight,3048,six times five hundred eight,6 * 508,6
3049,three thousand forty-nine,3049,three thousand forty-nine,3049,6
3050,three thousand fifty,3050,three thousand fifty,3050,5
3051,three thousand fifty-one,3051,three thousand fifty-one,3051,6
3052,three thousand fifty-two,3052,three thousand fifty-two,3052,6
3053,three thousand fifty-three,3053,three thousand fifty-three,3053,6
3054,three thousand fifty-four,3054,six times five hundred nine,6 * 509,6
3055,three thousand fifty-five,3055,three thousand fifty-five,3055,6
3056,three thousand fifty-six,3056,three thousand fifty-six,3056,6
3057,three thousand fifty-seven,3057,three times one thousand nineteen,3 * 1019,7
3058,three thousand fifty-eight,3058,three thousand fifty-eight,3058,6
3059,three thousand fifty-nine,3059,three thousand fifty-nine,3059,6
3060,three thousand sixty,3060,three thousand sixty,3060,5
3061,three thousand sixty-one,3061,three thousand sixty-one,3061,6
3062,three thousand sixty-two,3062,three thousand sixty-two,3062,6
3063,three thousand sixty-three,3063,three thousand sixty-three,3063,6
3064,three thousand sixty-four,3064,three thousand plus four cubed,3000 + 4 ³,6
3065,three thousand sixty-five,3065,three thousand sixty-five,3065,6
3066,three thousand sixty-six,3066,three thousand sixty-six,3066,6
3067,three thousand sixty-seven,3067,six times eight cubed minus five,6 * 8 ³ - 5,7
3068,three thousand sixty-eight,3068,three thousand sixty-eight,3068,6
3069,three thousand sixty-nine,3069,three thousand sixty-nine,3069,6
3070,three thousand seventy,3070,three thousand seventy,3070,6
3071,three thousand seventy-one,3071,six times eight cubed minus one,6 * 8 ³ - 1,7
3072,six times eight cubed,6 * 8 ³,six times eight cubed,6 * 8 ³,4
3073,six times eight cubed plus one,6 * 8 ³ + 1,six times eight cubed plus one,6 * 8 ³ + 1,6
3074,six times eight cubed plus two,6 * 8 ³ + 2,six times eight cubed plus two,6 * 8 ³ + 2,6
3075,six times eight cubed plus three,6 * 8 ³ + 3,six times eight cubed plus three,6 * 8 ³ + 3,6
3076,six times eight cubed plus four,6 * 8 ³ + 4,six times eight cubed plus four,6 * 8 ³ + 4,6
3077,six times eight cubed plus five,6 * 8 ³ + 5,six times eight cubed plus five,6 * 8 ³ + 5,6
3078,six times eight cubed plus six,6 * 8 ³ + 6,thirty-eight times nine squared,38 * 9 ²,6
3079,three thousand seventy-nine,3079,six times eight cubed plus seven,6 * 8 ³ + 7,7
3080,three thousand eighty,3080,three thousand eighty,3080,5
3081,three thousand eighty-one,3081,six times eight cubed plus nine,6 * 8 ³ + 9,6
3082,three thousand eighty-two,3082,six times eight cubed plus ten,6 * 8 ³ + 10,6
3083,three thousand eighty-three,3083,three thousand eighty-three,3083,6
3084,three thousand eighty-four,3084,six times eight cubed plus twelve,6 * 8 ³ + 12,6
3085,three thousand eighty-five,3085,three thousand eighty-five,3085,6
3086,three thousand eighty-six,3086,three thousand eighty-six,3086,6
3087,nine times seven cubed,9 * 7 ³,twenty-one cubed thirds,21 ³ / 3,5
3088,three thousand eighty-eight,3088,three thousand eighty-eight,3088,6
3089,three thousand eighty-nine,3089,three thousand eighty-nine,3089,6
3090,three thousand ninety,3090,three thousand ninety,3090,5
3091,three thousand ninety-one,3091,three thousand ninety-one,3091,6
3092,three thousand ninety-two,3092,three thousand ninety-two,3092,6
3093,three thousand ninety-three,3093,three thousand ninety-three,3093,6
3094,three thousand ninety-four,3094,three thousand ninety-four,3094,6
3095,three thousand ninety-five,3095,three thousand ninety-five,3095,6
3096,three thousand ninety-six,3096,six squared times eighty-six,6 ² * 86,6
3097,three thousand ninety-seven,3097,twenty-one cubed thirds plus ten,21 ³ / 3 + 10,7
3098,three thousand ninety-eight,3098,three thousand ninety-eight,3098,6
3099,three thousand ninety-nine,3099,three thousand ninety-nine,3099,6
3100,three thousand one hundred,3100,thirty-one times ten squared,31 * 10 ²,6
3101,three thousand one hundred one,3101,thirty-one thousand ten tenths,31010 / 10,7
3102,three thousand one hundred two,3102,thirty-three times ninety-four,33 * 94,7
3103,three thousand one hundred three,3103,three thousand three plus ten squared,3003 + 10 ²,7
3104,three thousand one hundred four,3104,three thousand four plus ten squared,3004 + 10 ²,7
3105,three thousand one hundred five,3105,ninety halves times sixty-nine,90 / 2 * 69,7
3106,three thousand one hundred six,3106,fifty-five squared plus nine squared,55 ² + 9 ²,7
3107,three thousand one hundred seven,3107,five to the fifth minus eighteen,5 ⁵ - 18,8
3108,three thousand one hundred eight,3108,six times five hundred eighteen,6 * 518,7
3109,three thousand one hundred nine,3109,three thousand nine plus ten squared,3009 + 10 ²,7
3110,three thousand one hundred ten,3110,three thousand ten plus ten squared,3010 + 10 ²,7
3111,fifty-one times sixty-one,51 * 61,fifty-one times sixty-one,51 * 61,7
3112,three thousand one hundred twelve,3112,twenty-eight thousand eight ninths,28008 / 9,7
3113,fifty-one squared plus eight cubed,51 ² + 8 ³,five to the fifth minus twelve,5 ⁵ - 12,7
3114,six times five hundred nineteen,6 * 519,six times five hundred nineteen,6 * 519,7
3115,fifty-five squared plus ninety,55 ² + 90,five to the fifth minus ten,5 ⁵ - 10,7
3116,forty-six squared plus ten cubed,46 ² + 10 ³,five to the fifth minus nine,5 ⁵ - 9,7
3117,five cubed squared fifths minus eight,5 ³ ² / 5 - 8,five to the fifth minus eight,5 ⁵ - 8,7
3118,three thousand one hundred eighteen,3118,fifty-six squared minus eighteen,56 ² - 18,8
3119,five cubed squared fifths minus six,5 ³ ² / 5 - 6,five to the fifth minus six,5 ⁵ - 6,7
3120,ten times three hundred twelve,10 * 312,fifty-two times sixty,52 * 60,6
3121,five cubed squared fifths minus four,5 ³ ² / 5 - 4,five to the fifth minus four,5 ⁵ - 4,7
3122,six times eight cubed plus fifty,6 * 8 ³ + 50,five to the fifth minus three,5 ⁵ - 3,7
3123,five cubed squared fifths minus two,5 ³ ² / 5 - 2,five to the fifth minus two,5 ⁵ - 2,7
3124,five cubed squared fifths minus one,5 ³ ² / 5 - 1,fifty-six squared minus twelve,56 ² - 12,7
3125,five cubed squared fifths,5 ³ ² / 5,five to the fifth,5 ⁵,4
3126,five cubed squared fifths plus one,5 ³ ² / 5 + 1,five to the fifth plus one,5 ⁵ + 1,6
3127,five cubed squared fifths plus two,5 ³ ² / 5 + 2,five to the fifth plus two,5 ⁵ + 2,6
3128,five cubed squared fifths plus three,5 ³ ² / 5 + 3,five to the fifth plus three,5 ⁵ + 3,6
3129,five cubed squared fifths plus four,5 ³ ² / 5 + 4,five to the fifth plus four,5 ⁵ + 4,6
3130,five cubed squared fifths plus five,5 ³ ² / 5 + 5,five to the fifth plus five,5 ⁵ + 5,6
3131,five cubed squared fifths plus six,5 ³ ² / 5 + 6,five to the fifth plus six,5 ⁵ + 6,6
3132,four times nine cubed plus six cubed,4 * 9 ³ + 6 ³,fifty-six squared minus four,56 ² - 4,7
3133,five cubed squared fifths plus eight,5 ³ ² / 5 + 8,five to the fifth plus eight,5 ⁵ + 8,6
3134,five cubed squared fifths plus nine,5 ³ ² / 5 + 9,five to the fifth plus nine,5 ⁵ + 9,6
3135,five cubed squared fifths plus ten,5 ³ ² / 5 + 10,five to the fifth plus ten,5 ⁵ + 10,6
3136,fifty-six squared,56 ²,fifty-six squared,56 ²,4
3137,five cubed squared fifths plus twelve,5 ³ ² / 5 + 12,fifty-six squared plus one,56 ² + 1,6
3138,fifty-six squared plus two,56 ² + 2,fifty-six squared plus two,56 ² + 2,6
3139,fifty-six squared plus three,56 ² + 3,fifty-six squared plus three,56 ² + 3,6
3140,fifty-six squared plus four,56 ² + 4,fifty-six squared plus four,56 ² + 4,6
3141,fifty-six squared plus five,56 ² + 5,fifty-six squared plus five,56 ² + 5,6
3142,fifty-six squared plus six,56 ² + 6,fifty-six squared plus six,56 ² + 6,6
3143,five cubed squared fifths plus eighteen,5 ³ ² / 5 + 18,fifty-six squared plus seven,56 ² + 7,7
3144,three thousand plus twelve squared,3000 + 12 ²,fifty-six squared plus eight,56 ² + 8,6
3145,fifty-six squared plus nine,56 ² + 9,fifty-six squared plus nine,56 ² + 9,6
3146,fifty-six squared plus ten,56 ² + 10,fifty-six squared plus ten,56 ² + 10,6
3147,three thousand three plus twelve squared,3003 + 12 ²,three thousand three plus twelve squared,3003 + 12 ²,7
3148,fifty-six squared plus twelve,56 ² + 12,fifty-six squared plus twelve,56 ² + 12,6
3149,three thousand five plus twelve squared,3005 + 12 ²,fifty-six squared plus thirteen,56 ² + 13,7
3150,fourteen times fifteen squared,14 * 15 ²,thirty-five times ninety,35 * 90,6
3151,fifty-six squared plus fifteen,56 ² + 15,fifty-six squared plus fifteen,56 ² + 15,7
3152,three thousand eight plus twelve squared,3008 + 12 ²,fifty-six squared plus four squared,56 ² + 4 ²,7
3153,three thousand nine plus twelve squared,3009 + 12 ²,six times eight cubed plus nine squared,6 * 8 ³ + 9 ²,7
3154,three thousand ten plus twelve squared,3010 + 12 ²,thirty-eight times eighty-three,38 * 83,7
3155,five cubed squared fifths plus thirty,5 ³ ² / 5 + 30,fifty-six squared plus nineteen,56 ² + 19,7
3156,three thousand twelve plus twelve squared,3012 + 12 ²,fifty-six squared plus twenty,56 ² + 20,7
3157,thirteen cubed plus twelve times eighty,13 ³ + 12 * 80,seven times nine hundred two halves,7 * 902 / 2,8
3158,sixty thousand two nineteenths,60002 / 19,sixty thousand two nineteenths,60002 / 19,7
3159,thirteen times nine cubed thirds,13 * 9 ³ / 3,thirty-nine times nine squared,39 * 9 ²,6
3160,ten times six cubed plus ten cubed,10 * 6 ³ + 10 ³,forty times seventy-nine,40 * 79,7
3161,five cubed squared fifths plus six squared,5 ³ ² / 5 + 6 ²,fifty-six squared plus five squared,56 ² + 5 ²,7
3162,six times eight cubed plus ninety,6 * 8 ³ + 90,fifty-one times sixty-two,51 * 62,7
3163,fifty-six squared plus three cubed,56 ² + 3 ³,fifty-six squared plus three cubed,56 ² + 3 ³,7
3164,six times eight cubed plus ninety-two,6 * 8 ³ + 92,eighty squared halves minus six squared,80 ² / 2 - 6 ²,8
3165,five cubed squared fifths plus forty,5 ³ ² / 5 + 40,five to the fifth plus forty,5 ⁵ + 40,7
3166,fifty-six squared plus thirty,56 ² + 30,fifty-six squared plus thirty,56 ² + 30,7
3167,nineteen thousand two sixths,19002 / 6,nineteen thousand two sixths,19002 / 6,6
3168,six squared times eighty-eight,6 ² * 88,nineteen thousand eight sixths,19008 / 6,6
3169,three thousand plus thirteen squared,3000 + 13 ²,nineteen thousand fourteen sixths,19014 / 6,7
3170,fifty-three squared plus nineteen squared,53 ² + 19 ²,nineteen thousand twenty halves thirds,19020 / 2 / 3,8
3171,three thousand plus nine times nineteen,3000 + 9 * 19,nineteen thousand twenty-six sixths,19026 / 6,8
3172,twelve cubed plus thirty-eight squared,12 ³ + 38 ²,fifty-two times sixty-one,52 * 61,7
3173,twelve cubed plus eighty-five squared fifths,12 ³ + 85 ² / 5,nineteen thousand thirty-eight sixths,19038 / 6,8
3174,six times twenty-three squared,6 * 23 ²,six times twenty-three squared,6 * 23 ²,6
3175,five cubed squared fifths plus fifty,5 ³ ² / 5 + 50,five to the fifth plus fifty,5 ⁵ + 50,7
3176,fourteen cubed plus twelve cubed fourths,14 ³ + 12 ³ / 4,fifty-six squared plus forty,56 ² + 40,7
3177,fifty-one squared plus twelve cubed thirds,51 ² + 12 ³ / 3,nineteen thousand sixty-two sixths,19062 / 6,8
3178,three thousand nine plus thirteen squared,3009 + 13 ²,nineteen thousand sixty-eight sixths,19068 / 6,8
3179,three thousand ten plus thirteen squared,3010 + 13 ²,fifteen cubed minus fourteen squared,15 ³ - 14 ²,8
3180,fifty-three times sixty,53 * 60,fifty-three times sixty,53 * 60,6
3181,three thousand twelve plus thirteen squared,3012 + 13 ²,nineteen thousand eighty-six sixths,19086 / 6,8
3182,fifty-six squared plus forty-six,56 ² + 46,nineteen thousand ninety-two sixths,19092 / 6,8
3183,five cubed squared fifths plus fifty-eight,5 ³ ² / 5 + 58,nineteen thousand ninety-eight sixths,19098 / 6,8
3184,five cubed squared fifths plus fifty-nine,5 ³ ² / 5 + 59,eighty squared halves minus four squared,80 ² / 2 - 4 ²,8
3185,five cubed squared fifths plus sixty,5 ³ ² / 5 + 60,seven squared times sixty-five,7 ² * 65,7
3186,twelve cubed plus two times nine cubed,12 ³ + 2 * 9 ³,six cubed fourths times fifty-nine,6 ³ / 4 * 59,7
3187,three times nine cubed plus ten cubed,3 * 9 ³ + 10 ³,three cubed cubed ninths plus ten cubed,3 ³ ³ / 9 + 10 ³,7
3188,eighty squared halves minus twelve,80 ² / 2 - 12,eighty squared halves minus twelve,80 ² / 2 - 12,7
3189,five cubed squared fifths plus eight squared,5 ³ ² / 5 + 8 ²,five to the fifth plus four cubed,5 ⁵ + 4 ³,7
3190,ten times three hundred nineteen,10 * 319,eighty squared halves minus ten,80 ² / 2 - 10,7
3191,eighty squared halves minus nine,80 ² / 2 - 9,eighty squared halves minus nine,80 ² / 2 - 9,7
3192,three thousand plus twelve cubed ninths,3000 + 12 ³ / 9,eighty squared halves minus eight,80 ² / 2 - 8,7
3193,three thousand one plus twelve cubed ninths,3001 + 12 ³ / 9,eighty squared halves minus seven,80 ² / 2 - 7,8
3194,eighty squared halves minus six,80 ² / 2 - 6,eighty squared halves minus six,80 ² / 2 - 6,7
3195,eighty squared halves minus five,80 ² / 2 - 5,eighty squared halves minus five,80 ² / 2 - 5,7
3196,three thousand plus fourteen squared,3000 + 14 ²,eighty squared halves minus four,80 ² / 2 - 4,7
3197,thirteen cubed plus ten cubed,13 ³ + 10 ³,thirteen cubed plus ten cubed,13 ³ + 10 ³,6
3198,thirty-nine times eighty-two,39 * 82,eighty squared halves minus two,80 ² / 2 - 2,7
3199,eighty squared halves minus one,80 ² / 2 - 1,eighty squared halves minus one,80 ² / 2 - 1,7
3200,eighty squared halves,80 ² / 2,eighty squared halves,80 ² / 2,4
3201,eighty squared halves plus one,80 ² / 2 + 1,sixteen thousand five fifths,16005 / 5,6
3202,eighty squared halves plus two,80 ² / 2 + 2,sixteen thousand ten fifths,16010 / 5,6
3203,eighty squared halves plus three,80 ² / 2 + 3,eighty squared halves plus three,80 ² / 2 + 3,6
3204,eighty squared halves plus four,80 ² / 2 + 4,six squared times eighty-nine,6 ² * 89,6
3205,eighty squared halves plus five,80 ² / 2 + 5,eighty squared halves plus five,80 ² / 2 + 5,6
3206,eighty squared halves plus six,80 ² / 2 + 6,eighty squared halves plus six,80 ² / 2 + 6,6
3207,eighty squared halves plus seven,80 ² / 2 + 7,eighty squared halves plus seven,80 ² / 2 + 7,7
3208,eighty squared halves plus eight,80 ² / 2 + 8,eight times four hundred one,8 * 401,6
3209,eighty squared halves plus nine,80 ² / 2 + 9,eighty squared halves plus nine,80 ² / 2 + 9,6
3210,eighty squared halves plus ten,80 ² / 2 + 10,eighty squared halves plus ten,80 ² / 2 + 10,6
3211,nineteen times thirteen squared,19 * 13 ²,nineteen times thirteen squared,19 * 13 ²,6
3212,eighty squared halves plus twelve,80 ² / 2 + 12,four times eight hundred three,4 * 803,6
3213,eighty squared halves plus thirteen,80 ² / 2 + 13,fifty-one times sixty-three,51 * 63,7
3214,eighty squared halves plus fourteen,80 ² / 2 + 14,eighty squared halves plus fourteen,80 ² / 2 + 14,7
3215,five cubed squared fifths plus ninety,5 ³ ² / 5 + 90,eighty squared halves plus fifteen,80 ² / 2 + 15,7
3216,three thousand plus six cubed,3000 + 6 ³,eight times four hundred two,8 * 402,6
3217,three thousand one plus six cubed,3001 + 6 ³,fifty-six squared plus nine squared,56 ² + 9 ²,7
3218,three thousand two plus six cubed,3002 + 6 ³,eighty squared halves plus eighteen,80 ² / 2 + 18,7
3219,three thousand three plus six cubed,3003 + 6 ³,eighty squared halves plus nineteen,80 ² / 2 + 19,7
3220,four times eight hundred five,4 * 805,four times eight hundred five,4 * 805,6
3221,three thousand five plus six cubed,3005 + 6 ³,three thousand five plus six cubed,3005 + 6 ³,7
3222,three thousand six plus six cubed,3006 + 6 ³,three thousand six plus six cubed,3006 + 6 ³,7
3223,five cubed squared fifths plus ninety-eight,5 ³ ² / 5 + 98,twenty-nine thousand seven ninths,29007 / 9,8
3224,four times eight hundred six,4 * 806,eight times four hundred three,8 * 403,6
3225,three thousand plus fifteen squared,3000 + 15 ²,eighty squared halves plus five squared,80 ² / 2 + 5 ²,7
3226,three thousand ten plus six cubed,3010 + 6 ³,fifty-six squared plus ninety,56 ² + 90,7
3227,eighty squared halves plus three cubed,80 ² / 2 + 3 ³,eighty squared halves plus three cubed,80 ² / 2 + 3 ³,7
3228,twelve cubed plus twelve times five cubed,12 ³ + 12 * 5 ³,four times eight hundred seven,4 * 807,7
3229,fifty squared plus nine cubed,50 ² + 9 ³,fifty squared plus nine cubed,50 ² + 9 ³,6
3230,eighty squared halves plus thirty,80 ² / 2 + 30,thirty-eight times eighty-five,38 * 85,7
3231,fifteen cubed minus twelve squared,15 ³ - 12 ²,fifteen cubed minus twelve squared,15 ³ - 12 ²,7
3232,four times eight hundred eight,4 * 808,eight times four hundred four,8 * 404,6
3233,fifty-three times sixty-one,53 * 61,fifty-three times sixty-one,53 * 61,7
3234,thirty-three times ninety-eight,33 * 98,seven squared times sixty-six,7 ² * 66,7
3235,fifty squared plus nine cubed plus six,50 ² + 9 ³ + 6,forty times nine squared minus five,40 * 9 ² - 5,8
3236,four times eight hundred nine,4 * 809,four times eight hundred nine,4 * 809,6
3237,thirty-nine times eighty-three,39 * 83,thirty-nine times eighty-three,39 * 83,7
3238,fifty squared plus nine cubed plus nine,50 ² + 9 ³ + 9,thirteen thousand fourths minus twelve,13000 / 4 - 12,8
3239,fifty squared plus nine cubed plus ten,50 ² + 9 ³ + 10,fifty-seven squared minus ten,57 ² - 10,8
3240,ten times eighteen squared,10 * 18 ²,forty times nine squared,40 * 9 ²,5
3241,fifty-five squared plus six cubed,55 ² + 6 ³,forty times nine squared plus one,40 * 9 ² + 1,7
3242,ten times eighteen squared plus two,10 * 18 ² + 2,forty times nine squared plus two,40 * 9 ² + 2,7
3243,three thousand plus nine cubed thirds,3000 + 9 ³ / 3,forty times nine squared plus three,40 * 9 ² + 3,7
3244,fourteen cubed plus five hundred,14 ³ + 500,forty times nine squared plus four,40 * 9 ² + 4,7
3245,ten times eighteen squared plus five,10 * 18 ² + 5,fifty-five times fifty-nine,55 * 59,7
3246,ten times eighteen squared plus six,10 * 18 ² + 6,forty times nine squared plus six,40 * 9 ² + 6,7
3247,fourteen cubed plus five hundred three,14 ³ + 503,thirteen thousand fourths minus three,13000 / 4 - 3,8
3248,four times eight hundred twelve,4 * 812,eight times four hundred six,8 * 406,6
3249,nine times nineteen squared,9 * 19 ²,fifty-seven squared,57 ²,5
3250,thirteen thousand fourths,13000 / 4,thirteen thousand fourths,13000 / 4,5
3251,thirteen thousand four fourths,13004 / 4,thirteen thousand four fourths,13004 / 4,6
3252,thirteen thousand eight fourths,13008 / 4,thirteen thousand eight fourths,13008 / 4,6
3253,thirteen thousand twelve fourths,13012 / 4,thirteen thousand twelve fourths,13012 / 4,6
3254,nine times nineteen squared plus five,9 * 19 ² + 5,thirteen thousand sixteen fourths,13016 / 4,7
3255,nine times nineteen squared plus six,9 * 19 ² + 6,thirty-five times ninety-three,35 * 93,7
3256,fourteen cubed plus eight cubed,14 ³ + 8 ³,fourteen cubed plus eight cubed,14 ³ + 8 ³,6
3257,nine times nineteen squared plus eight,9 * 19 ² + 8,fifty-seven squared plus eight,57 ² + 8,7
3258,nine times nineteen squared plus nine,9 * 19 ² + 9,thirteen thousand fourths plus eight,13000 / 4 + 8,7
3259,nine times nineteen squared plus ten,9 * 19 ² + 10,thirteen thousand fourths plus nine,13000 / 4 + 9,7
3260,eighty squared halves plus sixty,80 ² / 2 + 60,four times eight hundred fifteen,4 * 815,7
3261,fifty-six squared plus five cubed,56 ² + 5 ³,fifty-seven squared plus twelve,57 ² + 12,7
3262,thirteen thousand fourths plus twelve,13000 / 4 + 12,thirteen thousand fourths plus twelve,13000 / 4 + 12,7
3263,eighty squared halves plus sixty-three,80 ² / 2 + 63,thirteen thousand fifty-two fourths,13052 / 4,8
3264,eight times four hundred eight,8 * 408,fifty-one times four cubed,51 * 4 ³,6
3265,fourteen cubed plus eight cubed plus nine,14 ³ + 8 ³ + 9,thirteen thousand sixty halves halves,13060 / 2 / 2,8
3266,fourteen cubed plus eight cubed plus ten,14 ³ + 8 ³ + 10,thirteen thousand sixty-four fourths,13064 / 4,8
3267,ninety-nine squared thirds,99 ² / 3,ninety-nine squared thirds,99 ² / 3,5
3268,ninety-nine squared thirds plus one,99 ² / 3 + 1,thirty-eight times eighty-six,38 * 86,7
3269,five cubed squared fifths plus twelve squared,5 ³ ² / 5 + 12 ²,ninety-nine squared thirds plus two,99 ² / 3 + 2,7
3270,ninety-nine squared thirds plus three,99 ² / 3 + 3,thirty times one hundred nine,30 * 109,7
3271,ninety-nine squared thirds plus four,99 ² / 3 + 4,four thousand minus nine cubed,4000 - 9 ³,7
3272,eight times four hundred nine,8 * 409,eight times four hundred nine,8 * 409,6
3273,ninety-nine squared thirds plus six,99 ² / 3 + 6,ninety-nine squared thirds plus six,99 ² / 3 + 6,7
3274,nine times nineteen squared plus five squared,9 * 19 ² + 5 ²,thirteen thousand ninety-six fourths,13096 / 4,8
